LUNCH	both	velvet runway on warm parchment	Good Sans, Redaction	#b8aad0 #000000 #f4f1e4 #fcfaf1	editorial,luxury,fashion,ecommerce,product,hospitality,hotel
Lama Lama	dark	midnight studio with a frozen-white spotlight	SuisseIntl, Suisse Int'l	#d7f3f5 #020203 #111314	minimal,swiss,hotel,agency,legal,retro,law firm
Lamanna	light	Neon circus tent on a Naples sidewalk	rightgrotesk-spatialblack-webfont, nimbus-sans-extended-bold	#ff4100 #ffc700 #1573dd #292a2c	ecommerce,hospitality,restaurant,colorful,food,neon,nature
Lamborghini.com	both	Showroom black with one yellow car under spotlights	LamboType, Open Sans	#ffc000 #917300 #202020 #000000	luxury,ecommerce,hotel,restaurant,legal,sport,real estate
Langbase	dark	Midnight aurora console	GeistSans, GeistMono	#232324 #fafafa #000000 #ebeced	dark,legal,gaming,developer,gradient,monochrome,ai
Lattice	light	Botanical field journal on warm parchment — a quiet cream canvas where dark forest ink doe	Matter	#f7f6f2 #ffffff #001f1f #5c7070	saas,portfolio,wellness,dashboard,nature
LaunchDarkly	dark	Neon control room — a dark cockpit where violet signals pulse through charcoal panels.	bodyFont, Sohne / custom grotesk	#7084ff #405bff #0e0e0e #191919	dark,clinical,experimental,legal,developer,dashboard,light
Laura Monin	light	editorial gallery wall, white marble, ink stamp	title, neue-haas-grotesk-display	#ffffff #000000	swiss,luxury,fashion,photography,beauty,real estate,jewelry
Lazy	dark	Midnight typeset manuscript	Migra, Inter	#26272c #0a0a0a #1a1b1f #3b3c3e	minimal,typography,legal,productivity,startup
Le Puzz	light	Sunny Sunday circular — a yellow tabloid stuffed with puzzles.	Times Now, Times	#ffd931 #000000 #231f20 #c8cbcd	kids,children,playful,ecommerce,colorful,gaming,furniture
Leandra-isler	light	dried botanicals pressed into warm vellum — calm, tactile, editorial, almost reverent.	PP Neue Montreal	#f4e6cd #edddc3 #1e211e #000000	natural,beauty,wellness,nature
Lego	light	Primary-color toy aisle — the brightness of a freshly opened set box on a white table.	Cera Pro, Cera Pro Italic	#FFD502 #F47D20 #E96F14 #201D48	kids,children,ecommerce,legal,gaming,logistics
Legora	light	Editorial law journal on warm cream	sans-serif, Rhymes Display	#fefefc #000000 #0a0a0a #6b6b6b	editorial,legal,government,law firm
Leif Products	light	Apothecary on raw linen. A warm, hand-pressed editorial where ink-black type sits on bone-	PP Right Grotesk, Söhne	#fafaf9 #000000 #e5e2dc #edede7	organic,natural,beauty,nature,pharma,logistics
Lens	light	mint signal on white paper — a single teal CTA floating in a sea of quiet graphite and pal	Saans, Inter	#00caa0 #2c2d30 #211d1d #808183	minimal,legal,light,crypto,space,security
Leonardo.ai	dark	Inverted editorial gallery. A black-walled museum where 165px violet headlines act as wall	leoSans, canvaSans	#000000 #0a0a0a #353535 #f5f5f5	cinematic,automotive,gradient,ai,science,museum,blog
Leonid Kostetskyi	light	Wine-stained editorial gallery — oversized typographic statements floating on a white gall	Neue Haas Display, SFUIDisplay	#472425 #ffffff #000000 #121212	typography
Letter	both	Private gallery with iridescent vault artifacts. A black-walled showroom where serif headl	Neufile Grotesk Extended, Albra Sans	#191b1f #ffffff #f6f9f9 #9fabad	luxury,corporate,hotel,fintech,portfolio,legal,real estate
Letterboxd	dark	Darkened cinema lobby with neon rating glow	object-fit: cover;, Graphik	#14181c #202830 #2c3440 #445566	dark,cinematic,restaurant,retro
Letters	light	morning clinic under open sky — a sterile white desk beneath a wash of soft blue, dotted w	sans-serif, Open Runde	#070709 #ffffff #f5f5f5 #d7e6f5	healthcare,clinical,children,legal,wellness,pharma
Lightdash	light	violet pixel-grid on drafting paper	sans-serif, Britti Sans Trial Semibold	#ffffff #f6f8fa #eceff3 #cdd2d9	minimal,saas,pastel,legal,developer,dashboard,light
Lightship	light	Cinematic open-road diorama. Warm cream gallery walls with oversized landscape photographs	F37Bolton	#faf6ef #ffffff #000000 #999999	cinematic,luxury,ecommerce,product,travel,friendly,photography
Limitless	light	monochrome editorial on plaster white. A single weight-contrast typeface, no accent color,	Greycliff	#f2f3f5 #e5e7eb #ffffff #d1d5db	minimal,monochrome
Limón	dark	moody brasserie under candlelight	VenusCom, Font Awesome 6 Free	#1d0b0d #103b15 #f7ea48 #fcf9f0	luxury,hospitality,hotel,restaurant,pastel,food,light
Linear	dark	midnight precision instrument	Inter Variable, Berkeley Mono	#08090a #0f1011 #161718 #23252a	cinematic,minimal,industrial,clinical,tech,legal,music
Linktr	both	Editorial posters stacked like candy. A full-bleed color-block site where lime green headl	Arial, Linksans	#d2e823 #2665d6 #780016 #1e2330	colorful,legal,education,music,blog
Linus Rogge	light	Editorial portfolio on gallery-white — each project a wall-sized photograph with whisper-q	ABC Oracle	#ffffff #000000 #e5e5e5 #d4d4d4	photography,portfolio,blog
Liquid Death	both	Heavy Metal Vending Machine	Acumin Pro, acumin-pro-condensed	#000000 #ffffff #151515 #e3e3e3	brutalist,legal,pharma,logistics,fitness
Liron Moran Interiors	light	fashion editorial on dark linen	Lausanne-300, cardinalfruit-regular	#f2f0ed #eeeeee #c1bfbc #978f84	editorial,luxury,fashion,hospitality,photography,magazine,food
Literal	light	Library in soft daylight — a reading room where warm cream walls meet dark walnut shelves.	Inter, Libre Baskerville	#278458 #444340 #f8f8f8 #9a988b	hospitality,friendly,legal,light,warm,blog,church
Lithic	light	Warm marble briefing room for card architects — confident, earthy, deliberate.	ABC Monument Grotesk	#ff6600 #5c2999 #00cc88 #aa8855	architecture,playful,fintech,friendly,construction,legal,warm
Little Amps	light	vinyl record sleeve in afternoon sun. Cream paper, burnt-orange ink, a single dusty blue s	Little Amps, Inclusive Sans	#522c25 #c03001 #c46500 #febf6f	kids,hospitality,restaurant,food,music,warm,retro
Little Troop	light	Monochrome gallery with chromatic artworks. A black pearl floating in white void.	Arial Narrow, Times Now	#000000 #ffffff	minimal,kids,children,photography,agency,portfolio,monochrome
Liveblocks	dark	neon vapor trapped in obsidian	Suisse Int'l, JetBrains Mono	#000000 #111111 #141716 #21222b	minimal,experimental,legal,neon,science
Locomotive	light	Monochrome zine between blood-red slides. Black ink and white paper form the structural gr	HelveticaNowDisplay, LocomotiveNew	#000000 #ffffff	industrial,travel,photography,typography,magazine,agency,museum
LogoArchive	dark	midnight gallery of iconic marks	Suisse International, Suisse Works Book	#27272a #18181b #343538 #000000	legal,law firm,logistics
Look inc	light	White-walled gallery on a press proof. A typographic system of black serif and grotesque s	Old Standard TT, GT America	#000000 #ffffff #878787 #e5e5e5	photography,typography,agency,government,law firm,wedding
Loom	light	Sunlit message lounge — a bright, pill-shaped communication booth on white marble, lit by 	Charlie Display, Charlie Text	#1868db #e9f2fe #ffffff #101214	healthcare,playful,colorful,friendly,music,light,productivity
Loops	light	Warm parchment behind a serif headline — like a stationer's print proof lit by afternoon s	sans-serif, Newsreader	#faf9f7 #ffffff #f1efef #e7e5e4	saas,friendly,warm,startup,coffee
LottieFiles	light	Bright motion studio with teal accent	DM Sans, Inter	#019d91 #09090b #18181b #27272a	kids,children,playful,friendly,light,law firm,energy
Lottielab	light	Animation studio on bright paper	Plus Jakarta Sans, Google Sans Code	#7270ff #1560fb #2f2b4a #1c1a2c	minimal,playful,pastel,legal,light,law firm,startup
Lovable	light	Warm parchment canvas behind a single prismatic horizon	Camera Plain Variable	#fcfbf8 #f7f4ed #eceae4 #d4d3d0	pastel,friendly,warm,gradient,ai
Lovi	light	prescription violet on porcelain	sans-serif, ES Rebond Grotesque	#151581 #5465ff #a1a1cd #9f73e6	healthcare,clinical,organic,natural,legal,beauty,wellness
Lpalo	light	A children's storybook spread on warm peach paper — one slab-serif headline shouting throu	Alfa Slab One, Manrope	#f6e0db #000000 #ffffff #ef724f	kids,children,playful,colorful,magazine,music,illustration
Luffu	light	Family almanac printed on cream linen — editorial restraint meets intimate warmth, execute	ABC Arizona Sans, ABC Arizona Flare	#192830 #f5f5ee #e4e7da #d7d7cb	luxury,healthcare,kids,children,playful,natural,friendly
Luro	dark	Crimson laser chamber. Deep obsidian walls, every surface ringed in hot pink plasma.	Graphik Web, Graphik Cond Web	#10020a #1e0313 #ffffff #f2f2f2	cinematic,luxury,gaming,light,neon,3d
Lusion	light	3D sculpture gallery on a frosted lavender plane. Every interface element should feel like	Aeonik	#f0f1fa #ffffff #000000 #2b2e3a	cinematic,minimal,luxury,architecture,restaurant,experimental,agency
Lyssna	light	botanical research journal — a quiet white page where one deep teal button glows beneath s	grenette, mint	#006e75 #061d29 #072626 #425d6d	experimental,music,science,nature,productivity,law firm
MA Quilts	light	Crayon-bright quilt workshop pinned to sunlit wall	Manrope, Roboto Mono	#f15a24 #ffed8c #ffcccc #050133	colorful,education,music,museum,furniture,jewelry
MAKR	light	Museum vitrine for crafted leather. A quiet, paper-white gallery where warm-black ink labe	Sohne Web, CircularXXMonoWeb	#1c1717 #ffffff #f0f0f0 #a9aea9	minimal,luxury,fashion,ecommerce,magazine,real estate,nature
MANNA	light	Architecture monograph at golden hour — warm bone pages, rust accent panels, and oversized	Scto Grotesk A, Merlo	#f2edde #af6446 #000000	architecture,industrial,hospitality,hotel,natural,brutalist,photography
Maciej Zadykowicz	dark	midnight gallery with a kaleidoscope mural — a near-black studio wall where one brilliantl	Replica-Regular, Replica-Mono	#f2f2f3 #25262d #383a42 #858893	dark,brutalist,monochrome
Made With Gsap	light	editorial ink on warm concrete	LayGrotesk	#c9fe6e #f1f1f1 #121212 #252525	typography,construction,illustration
Madebyon	dark	black gallery with chartreuse spark. A dark void where one neon-green bullet pierces the s	Favorit extended, Favorit	#000000 #faf9f4 #151515 #666666	experimental,agency,neon,space,blog,community
Mage	light	data alchemy on parchment. Warm off-white canvas, whisper-weight Inter headlines, one coba	sans-serif, Inter	#244cff #c3aeff #f7f7f1 #ffffff	tech,illustration,ai,enterprise,energy
Magicbeans	light	Notion whiteboard with confetti	Inter	#1a1a19 #000000 #333331 #808080	minimal,saas,nonprofit,energy,coffee
Magnetism	light	White linen gallery wall	TT Hoves Pro Trial, NeueMontreal	#e5e7eb #222222 #343434 #aaaaaa	luxury,photography,magazine,agency,sport,logistics,energy
Mailchimp	light	Vintage press meets electric yellow — an editorial print house with one neon switch.	Graphik Web, Means Web	#231e15 #ffe01b #004e56 #ebe1cd	kids,children,energy,church
Maisonmargiela	light	Gallery wall with a whisper	Margiela Sans, Margiela Serif	#121212 #ffffff #f7f7f2 #eaeae6	swiss,luxury,fashion,jewelry
Mapbox	dark	Satellite console at midnight — a dark control room where glowing map tiles are the only l	Cera Pro	#0e1012 #15171b #1c1f24 #23262d	dark
Marco	light				
Martin Laxenaire	light	kinetic poster crashing through liquid color waves	MonumentExtended UltraBold, MonumentExtended Regular	#121212 #ffffff #f9d9f7	cinematic,brutalist,illustration,logistics
Marylou Faure	light	white gallery wall for fearless color	Helvetica Now, GTStandard-M	#000000 #737373 #ffffff #ff0000	portfolio
MasterClass	dark	black-box stage lit by magenta spotlights	Sohne, Sohne Schmal	#222326 #0d0d0e #272c33 #191c21	dark,cinematic,clinical,education
Max Yinger	dark	Midnight engineer's terminal with floating chrome artifacts. A single bone-white light sou	Arbeit Technik, Inline VF	#12130f #e4dfda #3c3c38 #f5c2c8	minimal,industrial,tech,brutalist,3d,energy
Maze	light	Editorial research journal — warm bone paper, serif ink, chartreuse highlighter	ui-sans-serif, Phonic	#f5f4f0 #ffffff #1c1c1c #000000	playful,saas,pastel,music,insurance,science,space
Maëlan Le Meur	both	Museum wall, warm parchment and tobacco — a portfolio printed on bone-colored paper with i	PP Neue Montreal	#eee9cc #cecab1 #674825 #1e1915	portfolio,museum
Medium	light	cream-colored broadsheet at golden hour	medium-content-sans-serif-font, GT Super	#f7f4ed #ffffff #242424 #333333	magazine,news
MekaVerse	dark	monochrome gallery for digital artifacts — a pure black void where a rendered world hangs 	Roobert, GT America Mono	#000000 #ffffff #444345 #e2e2e2	cinematic,gaming,monochrome,3d,crypto,museum
Memorisely	light	Architect's drafting table on warm parchment — a quiet, monochrome workspace where every e	sans-serif, Inter	#faf9f6 #ffffff #f2f0e9 #171717	minimal,hotel,developer,retro
Mercury	dark	Alpine banking at blue hour	arcadia, arcadiaDisplay	#171721 #1e1e2a #272735 #70707d	swiss,corporate,fintech,portfolio,automotive,gradient,retro
Merlin	light	Handwritten margin notes on white paper. A calm off-white page where one vivid green dot s	Inter	#f5f5f4 #ffffff #fdf8f7 #000000	hotel,travel,ai,enterprise,energy
Mesh	dark	Bronze ink on midnight paper. A dark editorial spread where warm amber rules and serif-sli	Verlag, Verlag Condensed	#0f0f10 #1d1d1f #fefef7 #f7f3ee	space
MetaMusic	both	editorial cream broadsheet with sticker-flat accents — a warm-paper canvas where oversized	Maison Neue, Spoof	#0066cc #0e2575 #213680 #101820	music
Metalab	dark	black editorial spread — a serif headline breathing in void, annotated by a whisper-quiet 	Basis Grotesque Pro, PP Eiko	#000000 #ffffff #252525	dark,editorial,minimal,brutalist,experimental,magazine,agency
Metamask	light	Warm peach workshop with giant purple type — cozy, loud headlines, quiet controls.	MMPolyVariable, MMSansVariable	#fff1eb #0a0a0a #ffffff #e9edf6	minimal,playful,crypto,space
Metaview	dark	Bioluminescent control room — a near-black instrument panel lit by a single living mint si	Euclid Circular A, Onsite SemiMono	#000a06 #0a1a14 #161818 #01051b	cinematic,minimal,clinical,dashboard,light,gradient,3d
Mews	light	Hospitality command center at pink dawn. A white-walled, sunlit workspace where bold black	Soehne	#ffffff #fffcf6 #000000 #333333	kids,children,playful,hospitality,hotel,saas,pastel
Mezmo	light	observatory at dawn	Onest Variable, monospace (system)	#0a090c #031403 #e6e6e5 #ffffff	minimal,experimental,developer,dashboard,warm,space,energy
Michael Wandelmaier	dark	museum placard on black velvet — three candy pills, one whisper-weight serif, and almost n	Canela Web, PolySans	#000000 #ffffff #a9a9a9 #302f2d	pharma
Micro	light	sunrise over a digital meadow — a calm horizon gradient holding a quiet, ink-on-paper work	perfectlyNineties, haffer	#221f1c #f5f5f5 #ffffff #797267	minimal,kids,developer,productivity,startup
Microsoft	light	Corporate blue retail catalog — think 4-square logo against a white showroom floor with on	Segoe UI	#0067b8 #ffffff #f2f2f2 #000000	corporate,healthcare,tech,legal,gaming,automotive,government
Microsoft	light	Retail shelf behind plate glass — products float forward, chrome recedes.	Segoe UI	#0067b8 #004a7f #0078d4 #ffb900	healthcare,tech,gaming,automotive
Microsoft AI	both	old library at golden hour	Bradford LL, Red Hat Mono	#fef9ed #f5f0e4 #5d524b #72675b	automotive,ai
Midday	light	Editorial broadsheet on parchment — a 72px serif headline over warm stone, spaced sans-ser	Hedvig Letters Sans, Hedvig Letters Serif	#dbdad7 #ffffff #e6e4e0 #121212	corporate,fintech,legal,dashboard,banking,startup,enterprise
Midjourney	dark	Deep-ocean bioluminescent terminal. A pressurized darkness where intelligence visibly gene	JetBrains Mono, DM Sans	#06051d #0f1c36 #1d293d #314062	tech,experimental,gaming,neon,ai,science
Mike Matas	light	Ink on fresh snow. A personal page reduced to one whisper-thin display headline floating i	Lab Grotesque	#000000 #999999	minimal,blog
MindMarket	light	Warm storybook on cream paper — a friendly editorial canvas where oversized Inter headline	Inter	#8ed462 #f5f1e4 #2c2e2a #ffffff	kids,children,playful,hospitality,travel,friendly,wellness
Minimal Collective	dark	midnight gallery wall	PolySans	#000000 #5a5a5a #ffffff	dark,cinematic,minimal,brutalist,photography,monochrome,museum
Mintlify	light	Cloud garden over a glass desk. A hand-illustrated sky and a documentation product share t	Inter	#0c8c5e #08090a #000000 #ffffff	minimal,developer,light,monochrome,consulting
Miranda	light	Old-world broadsheet on warm cream — newspaper editorial for the digital age.	Editorial New, Canopee	#e2dedb #cdc6be #1d1d1b #69645f	editorial,magazine,portfolio,news
Miti Navi	light	Tuscan sea-view chapbook on raw linen	GT Pressura Mono, Voyage	#e6dece #000e13 #232323 #999999	luxury,hospitality,hotel,travel,sport,nature,blog
Mobbin	light	Grayscale specimen board — a printer's proof sheet where typographic weight IS color.	saans	#141414 #ffffff #707070 #adadad	monochrome
Mockups made easy	light	Editorial design studio on white paper	Inter, TWKEverett	#0050b7 #000000 #ffffff #10151c	editorial,travel,experimental,magazine,developer,dashboard,illustration
Modal	dark	Phosphor terminal in a darkened server room — the vivid green is the only light source.	Goga, Inter Variable	#000000 #181818 #212525 #485346	dark,cinematic,minimal,clinical,playful,organic,experimental
Modern Business Intelligence	light	Sunlit greenhouse editorial	Times (system serif fallback), Grenette	#eef2e3 #fcfcfc #000000 #242423	industrial,corporate,healthcare,saas,education,wellness,dashboard
Modern companies are built on Capital	both	midnight editorial gallery with ember accent. Pure black rooms the size of gallery walls, 	Muoto, GT America Mono	#000000 #efece6 #1a1a1a #131413	dark,corporate,fintech,banking,news,enterprise
Moffitt.Moffitt. -	light	curated gallery on bone-white linen	Lyon, Suisse	#000000 #ffffff #f5f5f5 #ebecec	corporate,healthcare,hospitality,photography,typography,agency,illustration
Monad	light	editorial tech journal on warm parchment	ABC Diatype Mono, Untitled Serif	#f6f3f1 #2b59d1 #cfdaf5 #a0b5eb	minimal,saas,dashboard,warm,monochrome
Monarch	light	warm linen notebook under morning light	ABC Oracle, Copernicus	#ff692d #efecea #22201d #777573	hotel,fintech,friendly,light,warm,banking,government
Monocle	light	Quality broadsheet on cream paper. A curated newsroom where every column earns its keep an	Plantin, Helvetica Neue	#ffc500 #000000 #fdfcf3 #ffffff	editorial,swiss,magazine,news
Monologue	dark	Velvet library with a single blue spark. A vast dark room where a single italic serif head	sans-serif, Instrument Serif	#19d0e8 #44ccff #062f34 #000000	music,monochrome
Monotype.	light	Curated typography showcase on paper. Monotype's interface behaves like a gallery wall: wh	sans-serif, HelveticaNowMTDisplayMedium	#1e242c #576579 #ffffff #e7eaee	typography,monochrome
Monte	light	rust-tinted coastal morning	Riposte, Apercu Mono	#b84b30 #5f1d1a #f8f4e9 #e5e7eb	hospitality,hotel,restaurant,food,retro,community,coffee
Monzo	light	Warm coral on cool mint paper — confident restraint with a single hot accent.	MonzoSansText, MonzoSansDisplay	#ff4f40 #091723 #112231 #f2f8f3	swiss,fintech,banking
Moonli	light	Electric lime on white canvas — one vivid room carved out of monochrome space, framed by g	DM Sans	#b8ff65 #000000 #ffffff #f3f3f3	minimal,luxury,colorful,legal,light,monochrome,neon
Morflax	light	Porcelain gallery, one blue spark — a near-black nav bar hovers above a white room that br	Inter, Rogan	#298ef5 #333333 #171718 #25282b	monochrome
Morphic	dark	Dark cinema canvas for AI storytelling. Pure black absorbs everything except the blue puls	Inter	#000000 #212121 #292929 #333333	dark,cinematic,automotive,monochrome,ai
Mother Design	light	broadsheet manifesto in black ink	Basis, Basis Mono	#f4f4f4 #ffffff #000000 #808080	typography,agency,government,blog,church
MotherDuck	light	crayon-coded terminal on cream paper	Aeonik Mono, Inter	#f4efea #ffffff #f8f8f7 #ebf9ff	kids,children,playful,colorful,developer,illustration
Motto®	light	Typographic monolith on paper — a single confident voice announcing itself on bone-white s	disp (custom display face), sans (custom sans face)	#000000 #1b1b1c #ffffff #f2f2f2	typography,agency
Moving Parts	both	Electric blueprint on matte paper — a monochrome architect's sheet that learned to glow bl	Whyte Semi-Mono, Unica77	#0000ff #00d37c #000000 #ffffff	construction,monochrome,3d
Moxie	dark	Editorial darkroom with a single periwinkle flare — serif headlines float on a black void 	IBM Plex Serif, IBM Plex Sans	#84acfb #f4efd4 #626055 #333333	swiss,corporate,agency,pharma,law firm,consulting
Mr. Pops	light	retro ice cream parlor on cream paper. A bright white shopfront with cherry-red trim, stac	Cervo, HelveticaNeueCyr	#b00e2f #fee5ca #ffffff #000000	hospitality,restaurant,pastel,food,retro,coffee
Munro Partners	light	Editorial parchment under alpine light — a warm cream canvas holding generous whitespace, 	Neue Haas Grotesk Display, Neue Haas Grotesk Text	#fff9ee #ffffff #3f322a #9f968c	editorial,swiss,corporate,hospitality,fintech,portfolio,wellness
Mural	both	Blackboard flipping to whiteboard — same hand, same authority, opposite ground.	STK Bureau, ABC Social	#00c27a #b4f5c8 #00843f #d5f8e0	illustration,productivity
Mux	light	Sunlit video workshop on olive paper — warm sage canvas with crisp white cards, orange CTA	Aeonik, Rotonto	#e2e4dd #ffffff #000000 #242628	construction,developer
My Brentano	light	Pharmacy broadsheet on cream paper. A Swiss editorial layout where one typewriter voice do	Studio Feixen Sans Writer Book Regular, Studio Feixen Sans Writer	#212529 #000000 #ffffff	swiss,healthcare,clinical,organic,beauty,pharma,jewelry
Myrch Club	light	white-walled exhibition vitrine — editorial serif labels floating in generous negative spa	Times New Roman, Arial Narrow	#ffffff #f9f9f9 #cfcfcf #888888	museum,jewelry,church
N8n	dark	Workflow engine at midnight — the feeling of a live automation canvas running in a dark se	geomanist, geomanist-book	#0e0918 #1a1624 #1b1728 #2c2834	dark,industrial,natural,tech,developer,neon,science
NCDA	both	Architectural monograph in negative space. The NCDA wordmark at 62px is cropped by the vie	TWK Everett, TWK Everett Mono	#191919 #000000 #ffffff #808080	architecture,brutalist,agency,construction,3d,nonprofit,museum
NEAR	both	Emerald constellation on obsidian void — a black chamber where geometric star-crosses hove	FKGrotesk, Mona Sans	#000000 #ffffff #e5e7eb #757575	organic,real estate,neon,crypto,nonprofit,space,security
NEON Rated	light	cinematic gallery behind crimson neon	Flatspot, Girott	#821e1e #000000 #ffffff #f3f3f3	cinematic,neon,retro
NEVERHACK	light	encrypted command terminal on cold marble	Roobert	#0a0f1f #ffffff #f6f7fc #e5e7eb	corporate,healthcare,tech,saas,legal,gaming,government
NaN	light	mint greenhouse of living letters — a pastel type lab where every headline is the product 	NaN Holo Mono, NaN Holo	#b7ffb4 #00ff00 #262626 #000000	minimal,natural,experimental,typography,neon,nature
Nakedcityfilms	both	electric blue headline over cinematic void	Haas Grotesk, TRJNDaVinci	#0004eb #050516 #ffffff #e6e6e6	cinematic,sport,music,real estate,neon,nature
Nathan Riley	light	Gallery wall in a black void. A monochrome portfolio where the grid of atmospheric renders	font1, Custom Display Serif	#000000 #ffffff #393939 #e8c4c0	photography,portfolio,real estate,3d,museum
Navan	light	Business-class cabin at violet twilight — a quiet, premium travel interior lit by a single	Neue Hass Grotesk Text, Neue Haas Grotesk Display Pro	#15002c #6307f8 #e1e2fe #7c51fa	luxury,hospitality,hotel,travel,neon
Navigate	both	Oversized sticker pack pinned to a chalkboard — chunky grotesque type, pill-everything, an	OldschoolGrotesk, Aeonik	#141414 #fdf9f0 #232323 #eeeeee	playful,organic,gaming,neon,retro,crypto,startup
Neon	dark	Server Room After Dark. A deep black environment where data and interactions are the only 	Inter, GeistMono	#34d59a #285d49 #39a57d #ff3621	dark,developer,monochrome,neon
Netflix	dark	The Infinite Digital Shelf. A cinematic experience where an endless library of content is 	Netflix Sans	#e50914 #1d153f #000000 #2d2d2d	cinematic
Netflix Spain	dark	A black cinema lobby with one red exit sign.	Netflix Sans	#e50914 #000000 #0f0f0f #232323	cinematic
Neuralink	both	obsidian laboratory with a single color synapse — a black void where only light, shadow, a	UntitledSans	#000000 #ffffff #f5f5f5 #bababa	minimal,monochrome,neon,nonprofit
New Genre	light	Cinematic horizon at golden hour — a single gradient arc from charred umber through steel 	sans-serif, Serrif Condensed	#ffffff #0c1018 #000000 #1e1310	cinematic,typography,agency,gradient
Nike.com	both	monochrome gallery of athletic performance — white walls, product as art, chrome dissolved	Helvetica Now Text Medium, Helvetica Now Text	#111111 #ffffff #e5e5e5 #f5f5f5	fashion,ecommerce,sport,fitness
Nile Postgres	dark	infra sunset on black velvet — a quiet command center where three pastel tiles glow in the	Aeonik, ui-monospace	#0e0e0e #1c1c1c #2b2b2b #3f3f3f	developer,gradient,neon,security
Nofilter.space	light	Brutalist fashion zine on white paper. A disciplined, zero-color editorial grid where ever	pragmatica	#333333 #000000 #ffffff	minimal,fashion,brutalist,magazine,beauty,sport,monochrome
Nomen Nescio	light	ink on warm paper	Nomen Nescio (custom)	#fdfdfa #f5f3ee #2b2b2e #bebcb4	fashion,natural,beauty,nature,jewelry
Norgram	light	white-walled art gallery	Helvetica Now Display, Times	#000000 #141414 #ffffff #efefef	corporate,photography,agency,nonprofit,government,museum,news
Nornorm	light	Scandinavian showroom, cobalt punctuation — a white-walled furniture gallery where one dee	Lunar	#ffffff #f1efe9 #ececec #6a6a6a	luxury,fashion,corporate,hospitality,organic,natural,construction
North Kingdom	dark	cinematic void with luminous type — a black film-studio soundstage where a single wordmark	FKGroteskNeue, Arial	#050311 #ffffff #000000 #9b9aa0	dark,cinematic,corporate,agency,3d,nonprofit,government
Not Real	light	Editorial gallery spread on greyscale vellum — a high-end catalog where only the artwork i	ogg, telegraf	#292a2c #f2f2f2 #000000	editorial,natural,agency,real estate,nonprofit,logistics
Notion	both	midnight workspace, warm paper below	NotionInter, Lyon Text	#02093a #0075de #62aef0 #2537b1	natural,nature,productivity
Notion	light	warm paper notebook under afternoon sun	NotionInter, Lyon Text	#0075de #f6f5f4 #ffffff #000000	natural,nature,productivity
Numbered	dark	fashion editorial on black velvet. A near-black runway where a single face fills the frame	aktiv-web (custom) / substitute: Inter Tight or Söhne, Editorial display serif (not captured in data — visible in hero wordmark)	#111111 #ffffff #4f4f4f #bc9873	fashion,photography,magazine
Nuri	light	Lavender art-deco bank lobby — pill-soft, serif-meets-stencil, cool violet bleeding into w	Sharp Grotesk Bold, Harriet Display	#beaaff #e2d9ff #f97316 #fff7ed	fintech,colorful,banking
OFF WHITE	dark	Glitched editorial monolith on midnight — a wall of pixelated green typography in which po	Offwhite, Times	#00fb34 #ff0000 #fff500 #000000	brutalist,typography,news
OFF+BRAND.	light	Iridescent sphere on warm parchment	Ataero Retina OB Edition	#e5e4e0 #1d1d1d #ffffff #bfbebe	corporate,organic,agency,portfolio,retro,nonprofit,government
OFFFICE :	dark	noir gallery swallowed by monolithic type	ak, gs	#0e0e00 #fefefe #2a2a2a	architecture,industrial,corporate,restaurant,brutalist,construction,museum
OHZI Interactive Studio / Dive into digital magic.	dark	A glowing cube suspended in a dark gallery	Unbounded	#ffffff #000000 #111111 #f5f5f7	dark,cinematic,luxury,experimental,agency,gaming,real estate
OLIPOP	light	Retro apothecary cream and forest teal — a soda fountain menu printed on warm paper.	WindsorEF, Ano	#14433d #fdf7e7 #d3e8e3 #3a3a3a	healthcare,kids,children,restaurant,organic,pastel,food
ON.energy	both	High-voltage caution yellow on midnight steel	Univers Next Pro	#fff313 #000000 #eeeeee #333333	dark,industrial,corporate,organic,tech,legal,sport
ONE	light	art monograph on warm paper	MagicUiPro	#000000 #fbfbfa #bec0c5	cinematic,organic,magazine,agency,music,monochrome,government
OPX Studio	dark	Dark gallery monolith — a near-black exhibition hall where monumental white type and full-	OPX-Medium, Open Sans	#020202 #000000 #292a2c #ffffff	brutalist,photography,monochrome
ORYZO AI	dark	Darkroom product editorial. A lone object floating in warm darkness, cream typography the 	halyard-display-variable, Arial	#ffedd7 #100904 #382416 #40372e	industrial,product,restaurant,organic,experimental,photography,real estate
Oakâme	light	Sunlit Provençal atelier carved in warm stone	BwGradual	#403a34 #f6f1eb #333333 #555555	luxury,architecture,hospitality,restaurant,organic,natural,food
Obscura	light	8-bit arcade floating on cloud paper	Jersey 10, Manrope Variable	#ff5e24 #6c3200 #e3f1fe #232629	playful,gaming,security
Obsidian	dark	Crystalline Knowledge Vault. A sharp, faceted digital space built for clarity and focus, w	ui-sans-serif, system-ui	#ffffff #eeeeee #bcbcbc #a3a3a3	dark,science,productivity,security
Obviously	light	Whimsical claymation on white paper. Zams stages friendly geometric play-doh creatures on 	Lustria, DM Sans	#7451f2 #5952a1 #0072c6 #d6e5ff	corporate,kids,children,playful,friendly,legal,ai
Odin's Crow	light	Swiss broadsheet on warm bone — a single typographic grid held together by hairline rules,	Plain	#dbd7d3 #e5e7eb #2b2b2b #535251	swiss,typography,church
